"state_code","total_cases_women_def","female_def_acquitted","female_def_acquittal_rate","total_cases_male_def","male_def_acquitted","male_def_acquittal_rate","female_def_dismissed","female_def_dismissal_rate","male_def_dismissed","male_def_dismissal_rate","female_def_convicted","female_def_conviction_rate","male_def_convicted","male_def_conviction_rate"
1,83395,5805,6.9608489717609,604231,63445,10.5001232972158,7615,9.1312428802686,40799,6.75221893613535,872,1.04562623658493,13478,2.23060385845811
2,52866,9676,18.3028789770363,75620,13631,18.0256545887331,12243,23.1585518102372,16511,21.8341708542714,1631,3.08515870313623,2685,3.55064797672573
3,92336,8685,9.4058655345694,342403,31624,9.2359003863868,17099,18.5182377404263,49946,14.5869049044547,7697,8.33586033616358,32485,9.48735846356486
4,30045,3774,12.5611582626061,162329,27373,16.8626677919534,7053,23.4747878182726,22595,13.9192627318594,332,1.10500915293726,2045,1.25978722224618
5,4816,341,7.08056478405316,32378,4596,14.1948236456853,1213,25.186877076412,5539,17.1072950769041,58,1.20431893687708,1124,3.47149298906665
6,8129,1307,16.078238405708,53075,13857,26.1083372585963,1760,21.6508795669824,6818,12.8459726801696,238,2.92778939598967,2405,4.53132359868111
7,4949,977,19.7413618912912,42026,12775,30.3978489506496,1287,26.0052535865831,4929,11.7284538143054,120,2.42473226914528,1302,3.09808213962785
8,15514,860,5.5433801727472,139430,12659,9.07910779602668,2640,17.0168879721542,9052,6.49214659685864,30,0.193373726956298,436,0.312701714121782
9,20159,730,3.62121136961159,195447,13627,6.97222264859527,1644,8.1551664269061,9843,5.03614790710525,168,0.833374671362667,2763,1.41368248169581
10,39402,3289,8.34729201563372,132045,19772,14.9736832140558,13662,34.6733668341709,38217,28.9424059979552,1229,3.11913100857824,7756,5.87375515922602
11,17591,2051,11.6593712693991,71470,7205,10.0811529312998,1611,9.15809220624183,4272,5.97733314677487,63,0.358137684042977,267,0.373583321673429
12,1948,62,3.18275154004107,18210,1880,10.3239978034047,271,13.911704312115,1356,7.44645799011532,2,0.102669404517454,35,0.192202086765513
13,84661,1338,1.58042073682097,566837,15564,2.74576289127209,15188,17.939783371328,51318,9.05339630264079,694,0.819739903851833,7483,1.32013259543749
14,17767,1086,6.11245567625373,126758,24150,19.0520519414948,5479,30.8380705802893,25099,19.8007226368355,301,1.69415207969832,5388,4.2506192903012
15,3826,167,4.36487192890748,30264,2296,7.58657150409728,1280,33.4553058024046,6540,21.6098334655036,53,1.38525875588082,756,2.49801744647105
16,20375,1296,6.36073619631902,102285,14150,13.833895488097,6302,30.9300613496933,20976,20.5074057779733,162,0.795092024539877,2336,2.28381483110916
17,43246,2079,4.80738102945937,236006,11851,5.02148250468208,3231,7.47121121028534,18902,8.00911841224376,117,0.270545252740138,1002,0.424565477148886
18,3828,573,14.9686520376176,30705,7275,23.6932095749878,595,15.5433646812957,2758,8.9822504478098,53,1.38453500522466,662,2.15600065135971
19,311,58,18.6495176848875,177,33,18.6440677966102,9,2.89389067524116,6,3.38983050847458,92,29.5819935691318,55,31.0734463276836
20,874,130,14.8741418764302,5972,1369,22.9236436704622,92,10.5263157894737,341,5.70997990622907,11,1.25858123569794,173,2.89685197588748
21,132,4,3.03030303030303,551,27,4.90018148820327,4,3.03030303030303,37,6.71506352087114,0,0,10,1.81488203266788
22,21819,928,4.25317383931436,124486,14541,11.6808315794547,8188,37.5269260736056,34115,27.4046880773742,571,2.61698519638847,8764,7.04014909307071
23,41009,3790,9.24187373503377,276060,43720,15.837136854307,6525,15.9111414567534,30560,11.0700572339347,3779,9.21505035480017,31899,11.5550967181048
24,63,11,17.4603174603175,314,74,23.5668789808917,4,6.34920634920635,8,2.54777070063694,6,9.52380952380952,48,15.2866242038217
25,259,2,0.772200772200772,716,9,1.25698324022346,64,24.7104247104247,143,19.9720670391061,2,0.772200772200772,10,1.39664804469274
26,14308,251,1.75426334917529,67904,3058,4.50341658812441,3070,21.4565278166061,10893,16.0417648444863,81,0.566116857701985,1082,1.5934260131951
27,1946,84,4.31654676258993,10893,680,6.24254108142844,476,24.4604316546763,2036,18.6909024143946,14,0.719424460431655,174,1.59735610024787
29,28401,6703,23.6012816450125,64682,14416,22.2874988404811,6272,22.0837294461463,12459,19.2619275841811,769,2.7076511390444,1776,2.74574070065861
30,2881,0,0,13142,0,0,5,0.173550850399167,5,0.0380459595190991,0,0,0,0
31,74,10,13.5135135135135,369,43,11.6531165311653,8,10.8108108108108,30,8.13008130081301,0,0,2,0.5420054200542
32,50,7,14,440,88,20,7,14,39,8.86363636363636,1,2,16,3.63636363636364
33,0,0,0,3,1,33.3333333333333,0,0,0,0,0,0,0,0
