"state_code","total_cases_women_def","female_def_acquitted","female_def_acquittal_rate","total_cases_male_def","male_def_acquitted","male_def_acquittal_rate","female_def_dismissed","female_def_dismissal_rate","male_def_dismissed","male_def_dismissal_rate","female_def_convicted","female_def_conviction_rate","male_def_convicted","male_def_conviction_rate"
1,119628,5742,4.79987962684321,878258,43671,4.97245684070057,3971,3.31945698331494,16520,1.88099624483922,581,0.485672250643662,15675,1.78478305919217
2,110573,8151,7.3716006620061,141863,9140,6.4428356935917,8249,7.46022989337361,11266,7.94146465251687,2063,1.86573575827734,2951,2.08017594439706
3,161774,3676,2.27230580933895,642339,12906,2.00921943086127,8721,5.39085390730278,26739,4.16275518067562,12892,7.96914213656088,70293,10.9432869559532
4,78438,3399,4.33335883117877,589797,15680,2.65854183727622,8445,10.7664652336878,28124,4.76842032089007,335,0.427088910987022,4407,0.747206242147722
5,15594,28,0.179556239579325,93984,489,0.520301327885598,1014,6.50250096190843,4532,4.82209737827715,49,0.314223419263819,530,0.563925774599932
6,25189,1085,4.30743578546191,150297,9601,6.38801839025396,2254,8.94835047044345,8165,5.43257683120754,922,3.66032792091786,5422,3.60752376960285
7,14624,303,2.07193654266958,99097,3895,3.93049234588333,2339,15.9942560175055,7450,7.51788651523255,22,0.150437636761488,413,0.416763373260543
8,35310,426,1.20645709430756,291480,5538,1.89995883079457,4646,13.1577456811102,20261,6.95107726087553,9,0.0254885301614274,185,0.0634691917112666
9,54235,420,0.774407670323592,644412,7333,1.13793659956674,2393,4.41227989305799,14299,2.21892205607593,247,0.455425463261731,4755,0.737881976127074
10,97603,2308,2.36468141348114,381217,13224,3.46889042199062,12253,12.5539174000799,34330,9.00536964511027,9739,9.97817690030019,75241,19.7370526498031
11,48195,2705,5.61261541653699,199053,7954,3.99592068444083,1297,2.69115053428779,2899,1.4563960352268,124,0.257288100425355,900,0.45214088710042
12,7325,24,0.327645051194539,47797,496,1.03772203276356,1154,15.7542662116041,5323,11.1366822185493,6,0.0819112627986348,42,0.0878716237420759
13,235969,773,0.327585403167365,1686187,10513,0.623477704430173,21072,8.92998656603198,62119,3.68399234485855,308,0.130525619890748,7099,0.421009057714239
14,44842,545,1.21537843985549,408340,13852,3.39227114659352,3969,8.8510771152045,16016,3.92222167801342,4336,9.66950626644664,49539,12.1318019297644
15,11449,94,0.821032404576819,92370,1609,1.74190754573996,1410,12.3154860686523,6165,6.67424488470283,100,0.873438728273212,1552,1.68019919887409
16,51938,1934,3.7236705302476,315625,21341,6.76150495049505,10068,19.3846509299549,32509,10.2998811881188,1483,2.85532750587239,31603,10.0128316831683
17,79574,11958,15.0275215522658,450734,32127,7.12770725083974,1901,2.38897127202353,9510,2.10989186526865,185,0.232487998592505,2496,0.553763417004264
18,17304,993,5.73855755894591,145942,8981,6.15381452905949,1184,6.84234858992141,4182,2.86552191966672,82,0.473878871937124,1889,1.29434981019857
19,713,14,1.96353436185133,556,20,3.59712230215827,11,1.54277699859748,6,1.07913669064748,136,19.0743338008415,101,18.1654676258993
20,1532,78,5.09138381201044,9426,878,9.31466157436877,133,8.68146214099217,705,7.47931253978358,28,1.82767624020888,138,1.4640356460853
21,3046,6,0.196979645436638,3470,40,1.15273775216138,110,3.6112934996717,63,1.81556195965418,23,0.755088640840446,120,3.45821325648415
22,59063,689,1.16655097099707,406443,10543,2.59396766582276,9205,15.5850532482265,39421,9.69902298723314,1302,2.20442578263888,24001,5.90513306908964
23,79526,3023,3.8012725397983,594422,38023,6.39663404113576,4637,5.83079747503961,19594,3.29631137474723,7648,9.61698061011493,58742,9.88220489820363
24,527,41,7.77988614800759,2481,230,9.27045546150746,25,4.7438330170778,96,3.86940749697703,5,0.94876660341556,42,1.69286577992745
25,2595,9,0.346820809248555,7789,51,0.654769546796765,126,4.85549132947977,375,4.81448196174092,241,9.28709055876686,459,5.89292592117088
26,42026,209,0.497311188311997,257606,2898,1.12497379719416,4321,10.2817303573978,21930,8.51300047359145,89,0.211773663922334,1102,0.427785067118002
27,3679,43,1.16879586844251,22391,518,2.31342950292528,305,8.290296276162,1145,5.1136617390916,21,0.570807284588203,287,1.28176499486401
29,63882,3606,5.64478256785949,125921,6507,5.16752567085712,3907,6.1159638082715,8192,6.50566625106217,1360,2.12892520584828,3380,2.68422264753298
30,3817,0,0,21289,1,0.00469726149654751,3,0.0785957558291852,16,0.0751561839447602,0,0,0,0
31,200,8,4,548,72,13.1386861313869,1,0.5,9,1.64233576642336,0,0,17,3.1021897810219
32,73,6,8.21917808219178,491,101,20.5702647657841,8,10.958904109589,41,8.35030549898167,0,0,3,0.610997963340122
33,41,2,4.8780487804878,155,8,5.16129032258065,2,4.8780487804878,24,15.4838709677419,1,2.4390243902439,2,1.29032258064516
