"state_code","total_cases_women_def","female_def_acquitted","female_def_acquittal_rate","total_cases_male_def","male_def_acquitted","male_def_acquittal_rate","female_def_dismissed","female_def_dismissal_rate","male_def_dismissed","male_def_dismissal_rate","female_def_convicted","female_def_conviction_rate","male_def_convicted","male_def_conviction_rate"
1,107588,5959,5.53872179053426,854216,60232,7.05114397295298,8126,7.55288693906384,45554,5.33284321529917,1432,1.33100345763468,46417,5.43387152663963
2,95597,14293,14.9513060033265,124992,16995,13.5968701996928,13019,13.6186281996297,17267,13.8144841269841,2594,2.71347427220519,3859,3.08739759344598
3,151603,6968,4.59621511447663,607142,25265,4.16129999242352,15871,10.4687901954447,48643,8.01179954606995,21369,14.0953675059201,98176,16.1701875343824
4,70462,4613,6.54679117822372,501343,32388,6.46024777447775,11215,15.91638046039,37505,7.48090628571657,438,0.621611648831994,5915,1.17983097400383
5,12174,154,1.26499096435025,76948,1895,2.46270208452461,1646,13.5206177098735,7348,9.54930602484795,191,1.56891736487597,1566,2.03514061444092
6,18600,1767,9.5,112862,15962,14.1429356204923,2401,12.9086021505376,9127,8.08686714748985,1135,6.10215053763441,7153,6.33782849852032
7,11695,669,5.72039333048311,81363,7840,9.63582955397417,2791,23.8648995297136,9342,11.4818775118912,69,0.589995724668662,641,0.787827390828755
8,30447,733,2.407462147338,241427,10128,4.19505689090284,5979,19.6374026997734,25026,10.3658662867036,22,0.0722567083784938,321,0.132959445298165
9,49141,600,1.22097637410716,426166,11065,2.59640609527743,2988,6.08046234305366,14093,3.3069273475594,172,0.350013227244053,2863,0.671803944941642
10,74552,3324,4.45863290052581,274445,20852,7.59787935651952,16588,22.2502414422148,43924,16.0046639581701,3424,4.59276746432021,26487,9.65111406657071
11,33118,3205,9.67751675825835,125157,9539,7.62162723619134,1561,4.71344887976327,3804,3.03938253553537,99,0.298931094872879,396,0.316402598336489
12,3832,41,1.06993736951983,37905,1094,2.88616277535945,650,16.9624217118998,3194,8.4263289803456,1,0.0260960334029228,42,0.110803324099723
13,171348,1587,0.926185307094334,1254730,14913,1.18854255497199,25947,15.1428671475594,78993,6.29561738381963,555,0.323902234050004,10042,0.800331545432085
14,41373,1334,3.22432504290238,341535,29649,8.68110149765031,8031,19.411210209557,33082,9.68626934281992,3172,7.66683585913519,40236,11.7809302121305
15,7999,146,1.82522815351919,67993,2176,3.20032944567823,1508,18.8523565445681,7767,11.4232347447531,58,0.725090636329541,1335,1.96343741267483
16,44054,2135,4.84632496481591,266448,24450,9.176274545127,12300,27.9202796567849,46279,17.3688674713265,738,1.67521677940709,14299,5.36652555095178
17,81167,12026,14.8163662572228,400196,33453,8.35915401453288,3223,3.97082558182513,16392,4.09599296344791,158,0.194660391538433,1846,0.461273975751882
18,14306,1452,10.1495875856284,126203,14013,11.1035395355102,1425,9.9608555850692,5943,4.70907981585224,120,0.838808891374249,1883,1.49204060125354
19,461,44,9.54446854663774,337,47,13.946587537092,3,0.650759219088937,4,1.18694362017804,56,12.1475054229935,39,11.5727002967359
20,1405,81,5.76512455516014,8655,915,10.5719237435009,143,10.1779359430605,647,7.47544771808203,29,2.06405693950178,360,4.15944540727903
21,847,4,0.472255017709563,2986,74,2.47823174815807,22,2.5974025974026,46,1.54052243804421,6,0.708382526564345,28,0.937709310113865
22,47663,1218,2.55544132765458,281999,18165,6.44151220394399,13225,27.7468896208799,52830,18.7341089862021,1228,2.57642196252859,20941,7.42591285784701
23,67209,4378,6.51400854052285,490921,54658,11.1337669400983,8283,12.3242422889792,38131,7.76723749849772,9106,13.5487806692556,64671,13.1734026452321
24,523,39,7.45697896749522,2601,328,12.6105344098424,7,1.33843212237094,21,0.807381776239908,9,1.7208413001912,79,3.03729334871203
25,2272,10,0.440140845070423,7814,67,0.857435372408498,141,6.20598591549296,437,5.59252623496289,22,0.96830985915493,180,2.30355771691835
26,27156,319,1.17469435852114,136350,4223,3.0971763843051,3712,13.6691707173369,15413,11.3039970663733,84,0.309323906319046,1169,0.857352401906857
27,3163,72,2.27631994941511,19147,997,5.20708204940722,723,22.8580461587101,3233,16.8851517208962,62,1.96016440088524,427,2.23011437823158
29,54559,8237,15.0974174746605,108077,14349,13.2766453547008,6781,12.4287468611961,13771,12.7418414648815,1293,2.36991147198446,3313,3.06540707088465
30,4843,0,0,23546,0,0,15,0.309725376832542,32,0.135904187547779,0,0,0,0
31,83,4,4.81927710843374,649,40,6.1633281972265,5,6.02409638554217,22,3.38983050847458,1,1.20481927710843,10,1.54083204930663
32,78,5,6.41025641025641,752,127,16.8882978723404,20,25.6410256410256,81,10.7712765957447,1,1.28205128205128,10,1.32978723404255
33,9,1,11.1111111111111,41,12,29.2682926829268,3,33.3333333333333,4,9.75609756097561,0,0,1,2.4390243902439
