"state_code","year","S. No.","State","GDP","total_cases_women_def","female_def_acquitted","female_def_acquittal_rate","total_cases_male_def","male_def_acquitted","male_def_acquittal_rate","female_def_dismissed","female_def_dismissal_rate","male_def_dismissed","male_def_dismissal_rate","female_def_convicted","female_def_conviction_rate","male_def_convicted","male_def_conviction_rate","mmr","unemr","tfr","diff_acquittal","diff_dismissal","diff_conviction","pop_growth"
2,"2019","1","Andhra Pradesh","925839.11811827531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,102,1.5,NA,NA,NA,9.5
2,"2020","1","Andhra Pradesh","978581.46212537971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,78,1.5,NA,NA,NA,9.3
2,"2021","1","Andhra Pradesh","1148471.2917621001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA
2,"2022","1","Andhra Pradesh","1303523.6233564001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA
2,"2023","1","Andhra Pradesh","1439673.8700000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
3,"2011","11","Karnataka","606009.81080486346",92336,8685,9.4058655345694,342403,31624,9.2359003863868,17099,18.5182377404263,49946,14.5869049044547,7697,8.33586033616358,32485,9.48735846356486,NA,NA,1.9,-0.1699651481826,-3.9313328359716,1.15149812740128,11.7
3,"2012","11","Karnataka","695413.02248830406",107579,9537,8.86511307969027,410354,36037,8.78192974846108,19757,18.365108431943,56679,13.8122206680086,10280,9.55576831909573,44293,10.7938511626547,144,44,1.9,-0.0831833312291899,-4.5528877639344,1.23808284355897,11.4
3,"2013","11","Karnataka","816666.15226753103",130776,9300,7.11139658652964,524723,34836,6.63893139809004,19191,14.6747109561387,57355,10.9305290600946,16506,12.6215819416407,77580,14.7849436750438,133,NA,1.9,-0.4724651884396,-3.7441818960441,2.1633617334031,11.3
3,"2014","11","Karnataka","913923.02575646492",152046,8729,5.74102574220959,587856,30591,5.20382542663509,19125,12.5784302119096,57560,9.79151356794861,19668,12.9355589755732,89153,15.1657889006832,NA,NA,1.8,-0.5372003155745,-2.78691664396099,2.23022992511,11.3
3,"2015","11","Karnataka","1045168.1035316014",151603,6968,4.59621511447663,607142,25265,4.16129999242352,15871,10.4687901954447,48643,8.01179954606995,21369,14.0953675059201,98176,16.1701875343824,NA,NA,1.8,-0.43491512205311,-2.45699064937475,2.0748200284623,11.3
3,"2016","11","Karnataka","1207607.7191026506",149986,5219,3.4796581014228,607624,19083,3.14059352494306,12123,8.08275439040977,36170,5.95269442944979,17502,11.6690891149841,85843,14.127651310679,108,NA,1.8,-0.33906457647974,-2.13005996095998,2.4585621956949,10.9
3,"2017","11","Karnataka","1333239.994143201",161774,3676,2.27230580933895,642339,12906,2.00921943086127,8721,5.39085390730278,26739,4.16275518067562,12892,7.96914213656088,70293,10.9432869559532,97,NA,1.7,-0.26308637847768,-1.22809872662716,2.97414481939232,10.9
3,"2018","11","Karnataka","1479391.431560298",166293,1726,1.03792703240666,645959,6663,1.03148961466595,4685,2.81731642342131,14316,2.21623973038536,3624,2.17928595912035,17233,2.66781637843888,92,72,1.7,-0.00643741774071005,-0.60107669303595,0.48853041931853,10.9
3,"2019","11","Karnataka","1615826.5321106561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,61,1.7,NA,NA,NA,10.7
3,"2020","11","Karnataka","1641460.2758155344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,154,1.6,NA,NA,NA,10.4
3,"2021","11","Karnataka","1978094.2538963417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
3,"2022","11","Karnataka","2269995.0877925004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA
3,"2023","11","Karnataka","2500733.0794086149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA
4,"2011","12","Kerala","364047.87857622263",30045,3774,12.5611582626061,162329,27373,16.8626677919534,7053,23.4747878182726,22595,13.9192627318594,332,1.10500915293726,2045,1.25978722224618,NA,NA,1.8,4.3015095293473,-9.5555250864132,0.15477806930892,8.2
4,"2012","12","Kerala","412313.00356598099",40948,4391,10.7233564520856,235668,32440,13.7651272128588,9171,22.3966982514409,26274,11.1487346606243,324,0.791247435772199,2360,1.00140876147801,66,139,1.8,3.0417707607732,-11.2479635908166,0.210161325705811,8
4,"2013","12","Kerala","465041.20827276679",50969,5259,10.3180364535306,287335,35749,12.4415751648772,9851,19.3274343228237,27958,9.73010597386326,382,0.749475171182483,2630,0.915307915847356,61,NA,1.8,2.1235387113466,-9.59732834896044,0.165832744664873,7.8
4,"2014","12","Kerala","512564.04607688187",63047,5012,7.94962488302378,402288,37387,9.2935906614167,11051,17.5281932526528,35076,8.71912659587161,402,0.637619553666312,4060,1.00922722029988,NA,NA,1.9,1.34396577839292,-8.80906665678119,0.371607666633568,8.2
4,"2015","12","Kerala","561993.61128464574",70462,4613,6.54679117822372,501343,32388,6.46024777447775,11215,15.91638046039,37505,7.48090628571657,438,0.621611648831994,5915,1.17983097400383,NA,NA,1.8,-0.0865434037459698,-8.43547417467343,0.558219325171836,8.2
