"state_code","total_cases_women_def","female_def_acquitted","female_def_acquittal_rate","total_cases_male_def","male_def_acquitted","male_def_acquittal_rate","female_def_dismissed","female_def_dismissal_rate","male_def_dismissed","male_def_dismissal_rate","female_def_convicted","female_def_conviction_rate","male_def_convicted","male_def_conviction_rate"
1,96918,6927,7.14727914319321,666803,70392,10.5566411668814,9690,9.99814275985885,48485,7.27126302671104,745,0.76869105842052,11438,1.71534921108633
2,61171,10780,17.6227297248696,84429,14484,17.1552428667875,13857,22.6528910758366,18055,21.3848322258939,1888,3.08642984420722,2968,3.51537978656623
3,107579,9537,8.86511307969027,410354,36037,8.78192974846108,19757,18.365108431943,56679,13.8122206680086,10280,9.55576831909573,44293,10.7938511626547
4,40948,4391,10.7233564520856,235668,32440,13.7651272128588,9171,22.3966982514409,26274,11.1487346606243,324,0.791247435772199,2360,1.00140876147801
5,6631,344,5.18775448650279,43359,4071,9.38905417560368,1502,22.6511838335093,6756,15.5815401646717,83,1.25169657668527,1196,2.75836619848244
6,10415,1486,14.2678828612578,64106,14701,22.9323308270677,2344,22.5060009601536,8803,13.7319439678033,419,4.02304368698992,3701,5.77325055377032
7,7094,1009,14.2232872850296,53537,13575,25.3562956460018,2024,28.5311530871159,6318,11.8011842277304,122,1.71976318015224,1302,2.43196294151708
8,20720,984,4.74903474903475,172767,13542,7.83830245359357,4336,20.9266409266409,15341,8.87958927341448,25,0.120656370656371,483,0.27956727847332
9,27144,791,2.91408782788093,251588,13352,5.30708936833235,2245,8.27070439139405,13163,5.23196654848403,173,0.637341585617448,3116,1.23853283940411
10,46168,4016,8.69866574250563,161620,24399,15.0965227075857,15632,33.8589499220239,44640,27.6203440168296,1535,3.32481372379137,9673,5.98502660561812
11,22059,2760,12.5118999048008,86824,9089,10.4683036948309,1813,8.21886758239267,4997,5.75532110937068,89,0.403463438959155,367,0.422694185939372
12,2632,59,2.24164133738602,22065,1705,7.72716972581011,382,14.5136778115502,2063,9.34964876501246,1,0.0379939209726444,25,0.113301608882846
13,110897,1623,1.46352020343201,707625,17027,2.40621798268857,20737,18.6993336158778,64507,9.1159865748101,618,0.55727386674121,6478,0.915456633103692
14,23457,1196,5.09869122223643,155783,28236,18.1252126355251,7054,30.0720467237925,29384,18.8621351495349,449,1.91414076821418,9361,6.00899969829827
15,7042,214,3.03890940073843,48869,2816,5.7623442264012,2607,37.0207327463789,12871,26.3377601342364,72,1.02243680772508,1163,2.3798317952076
16,26399,1444,5.46990416303648,144080,16106,11.1785119378123,7879,29.8458274934657,27889,19.3566074403109,489,1.8523428917762,8040,5.58023320377568
17,55878,3200,5.72676187408282,279421,15997,5.72505287719964,3452,6.17774437166685,19223,6.87958313798891,99,0.177171695479437,1098,0.392955432841483
18,7800,1119,14.3461538461538,60477,11897,19.6719413992096,1350,17.3076923076923,6743,11.1496932718223,94,1.20512820512821,1238,2.04705921259322
19,808,72,8.91089108910891,529,39,7.37240075614367,18,2.22772277227723,16,3.02457466918715,362,44.8019801980198,226,42.7221172022684
20,1211,151,12.4690338563171,7994,1729,21.6287215411559,113,9.33113129644922,478,5.9794846134601,28,2.3121387283237,299,3.74030522892169
21,447,6,1.34228187919463,1398,47,3.36194563662375,47,10.5145413870246,90,6.43776824034335,0,0,9,0.643776824034335
22,32376,1170,3.61378799110452,180956,17321,9.57194014014457,11395,35.1958240672103,47159,26.0610314109507,940,2.90338522362244,14263,7.88202656999492
23,45067,4490,9.96294406106464,327699,52449,16.0052365127754,6987,15.5035835533761,31415,9.58654130772447,4042,8.9688685734573,44115,13.462049014492
24,107,22,20.5607476635514,670,162,24.1791044776119,5,4.67289719626168,13,1.94029850746269,14,13.0841121495327,96,14.3283582089552
25,640,1,0.15625,1324,18,1.3595166163142,170,26.5625,275,20.7703927492447,5,0.78125,22,1.66163141993958
26,15557,280,1.79983287266182,73561,3024,4.11087396854311,2940,18.8982451629492,10562,14.3581517380133,80,0.514237963617664,996,1.35397833090904
27,2261,60,2.65369305616984,13007,802,6.16591066348889,579,25.6081379920389,2106,16.1912816175905,14,0.619195046439629,253,1.94510648112555
29,35859,7706,21.4897236398115,76834,15666,20.389410937866,7580,21.1383474162693,14777,19.2323710857173,931,2.59627987395075,2217,2.88544134107296
30,2864,0,0,13619,0,0,1,0.0349162011173184,13,0.0954548792128644,0,0,0,0
31,67,2,2.98507462686567,464,63,13.5775862068966,7,10.4477611940298,65,14.0086206896552,1,1.49253731343284,4,0.862068965517241
32,63,11,17.4603174603175,509,180,35.3634577603143,12,19.047619047619,32,6.28683693516699,2,3.17460317460317,13,2.55402750491159
33,1,0,0,10,3,30,0,0,0,0,0,0,0,0
