"state_code","total_cases_women_def","female_def_acquitted","female_def_acquittal_rate","total_cases_male_def","male_def_acquitted","male_def_acquittal_rate","female_def_dismissed","female_def_dismissal_rate","male_def_dismissed","male_def_dismissal_rate","female_def_convicted","female_def_conviction_rate","male_def_convicted","male_def_conviction_rate"
1,111679,6332,5.66982154209834,844838,53998,6.39152121471809,6069,5.43432516408635,27022,3.1984830227807,958,0.857815703937177,24716,2.92553128528783
2,97262,11127,11.4402335958545,125605,12821,10.2073962023805,11088,11.4001357159014,14995,11.9382190199435,1945,1.99975324381567,2870,2.28494088611122
3,149986,5219,3.4796581014228,607624,19083,3.14059352494306,12123,8.08275439040977,36170,5.95269442944979,17502,11.6690891149841,85843,14.127651310679
4,78902,3937,4.98973410052977,595659,22555,3.78656244596321,11059,14.0161212643532,35914,6.02928856946676,586,0.742693467846189,7997,1.34254665840691
5,11382,61,0.535933930767879,73248,1064,1.4525993883792,1264,11.105253909682,5552,7.57972913936217,42,0.3690036900369,651,0.888761467889908
6,19419,1325,6.82321437767135,112721,11786,10.455904401132,2350,12.1015500283228,8337,7.39613736570825,1069,5.50491786394768,5436,4.82252641477631
7,11411,392,3.43528174568399,75961,4883,6.42829873224418,2588,22.6798703005872,7744,10.194705177657,48,0.420646744369468,489,0.643751398744092
8,31862,580,1.8203502604984,238794,8628,3.61315610944999,5445,17.0893227041617,20058,8.39970853539034,17,0.0533550938421945,277,0.115999564478169
9,44139,552,1.25059471215931,403027,8788,2.18049907326308,2086,4.72597929268901,10891,2.7023003421607,168,0.380615781961531,2628,0.652065494371345
10,79664,2829,3.5511648925487,308294,16354,5.30467670470395,14169,17.7859509941755,43316,14.0502247854321,6134,7.6998393251657,44950,14.5802383439185
11,38137,2869,7.52287804494323,146174,8892,6.08316116409211,1326,3.47693840627212,3187,2.18027829846621,72,0.188793035634685,340,0.232599504699878
12,3939,30,0.761614623000762,31381,564,1.79726586150856,668,16.958618938817,3316,10.5669035403588,4,0.101548616400102,203,0.646888244479143
13,207863,1213,0.583557439274907,1468516,12388,0.843572695156198,27910,13.4271130504226,67129,4.57121338820959,520,0.250164771989243,8992,0.612318830710731
14,42445,870,2.04971139121216,392414,19808,5.04773020330569,6138,14.4610672635175,23756,6.05381051644437,3620,8.52868417952645,50102,12.7676382595932
15,8663,122,1.40828812189773,71941,1799,2.50066026327129,1454,16.7840240101581,7523,10.4571801893218,68,0.78494747777906,1254,1.74309503621023
16,42642,1940,4.54950518268374,244758,20630,8.42873368796934,10209,23.9411847474321,33977,13.8818751583196,664,1.55715022747526,12331,5.03803757180562
17,94870,15615,16.4593654474544,445270,38852,8.72549239787095,2605,2.74586275956572,13406,3.01075751791048,162,0.170759987351112,1951,0.438161115727536
18,16419,1361,8.28917717278762,138146,12687,9.18376210675662,1472,8.96522321700469,4973,3.59981468880749,75,0.456787867714234,1457,1.05468127922633
19,426,13,3.05164319248826,307,13,4.23452768729642,8,1.87793427230047,6,1.95439739413681,52,12.2065727699531,38,12.3778501628664
20,1535,87,5.66775244299674,10019,1123,11.2087034634195,173,11.2703583061889,614,6.1283561233656,22,1.43322475570033,330,3.29374189040822
21,1399,1,0.0714796283059328,2789,41,1.47006095374686,61,4.3602573266619,54,1.93617784152026,4,0.285918513223731,38,1.36249551810685
22,49145,947,1.92695085970088,309928,14412,4.65011228414341,11532,23.4652558754705,47819,15.4290673962985,1045,2.12636076915251,18161,5.85974807051961
23,74025,3471,4.68895643363728,543034,45757,8.42617589322216,5741,7.75548801080716,22140,4.07709277872104,8022,10.8368794326241,56881,10.4746664113113
24,583,54,9.26243567753002,2592,359,13.8503086419753,15,2.57289879931389,41,1.58179012345679,4,0.686106346483705,81,3.125
25,2676,13,0.485799701046338,8387,52,0.620007153928699,160,5.97907324364723,462,5.50852509836652,111,4.14798206278027,334,3.98235364254203
26,36613,301,0.822112364460711,201555,4051,2.00987323559326,4658,12.7222571217873,20341,10.092034432289,91,0.248545598557889,1184,0.587432710674506
27,3406,57,1.67351732237228,18787,750,3.99212221216799,536,15.7369348209043,1904,10.1346675892905,35,1.02759835584263,300,1.5968488848672
29,57518,5662,9.84387496088181,112575,9753,8.66355762824784,5536,9.62481310198547,11120,9.87785920497446,1239,2.1541082791474,3184,2.82833666444593
30,4170,0,0,19777,0,0,8,0.191846522781775,27,0.136522222784042,0,0,0,0
31,95,4,4.21052631578947,610,76,12.4590163934426,3,3.15789473684211,11,1.80327868852459,0,0,27,4.42622950819672
32,65,8,12.3076923076923,589,147,24.9575551782683,15,23.0769230769231,97,16.4685908319185,0,0,15,2.54668930390492
33,23,1,4.34782608695652,77,6,7.79220779220779,7,30.4347826086957,23,29.8701298701299,0,0,3,3.8961038961039
